Flight_ID,Flight_Number,Flight_Date,Day_of_Week,Airline,Alliance,Origin,Origin_Country,Destination,Destination_Country,Route,Flight_Distance_KM,Route_Category,Aircraft_Type,Aircraft_Capacity,Aircraft_Age_Years,Passengers,Load_Factor,Flight_Hours,Season,Demand_Level,Competition_Index,Weather_Disruption,On_Time_Performance,Delay_Minutes,Average_Ticket_Price,Ticket_Revenue,Ancillary_Revenue,Cargo_Revenue,Total_Revenue,Fuel_Price_Per_Liter,Fuel_Cost,Maintenance_Cost,Crew_Cost,Depreciation_Cost,Insurance_Cost,Airport_Fees,Catering_Cost,Handling_Cost,Navigation_Fees,Sales_Distribution_Cost,Passenger_Service_Cost,Overhead_Cost,Marketing_Cost,IT_Systems_Cost,Total_Cost,Profit,Profit_Margin,Profitable,Passenger_Satisfaction_Score,Market_Share_Pct
FL010934,BA1202,2024-04-04,Thursday,British Airways,OneWorld,LHR,UK,FRA,Germany,LHR-FRA,640,Short Haul,Airbus A320,180,,99,0.5535,1.5,Shoulder,Low,8.0,0,,16.0,123.61,12237.51,4113.96,2118.39,18469.86,0.6549996140827682,2777.32,801.67,1347.96,7448.37,537.13,2319.67,756.46,2245.1,309.66,1074.53,1626.1,19294.46,328.48,673.4,41540.31,-23070.45,-124.91,0,8.1,20.7
FL010935,LH5321,2024-07-01,Monday,Lufthansa,Star Alliance,FRA,Germany,LHR,UK,FRA-LHR,640,Short Haul,Airbus A320,180,8.0,151,0.8442,1.4,Peak,Medium,8.0,0,63.4,28.0,124.67,18825.1,11613.13,1914.51,32352.74,0.6433988940883726,2493.93,1032.1,1127.6,6806.81,441.92,2274.61,1469.88,2119.16,267.01,1116.38,2398.92,17317.41,778.88,448.8,40093.41,-7740.67,-23.93,0,7.6,21.1
FL010936,TK6523,2024-09-07,Saturday,Turkish Airlines,Star Alliance,IST,Turkey,LHR,UK,IST-LHR,2510,Medium Haul,Airbus A330-300,277,10.0,200,0.7235,3.8,Shoulder,Medium,9.0,0,64.7,10.0,306.84,61368.46,6850.46,4317.83,72536.75,0.6939365644536234,19511.15,7342.36,5436.51,20173.68,1783.4,4685.2,4949.83,5040.25,1641.82,5765.56,2559.22,15983.9,1568.26,1229.6,97670.74,-25133.99,-34.65,0,8.7,10.1
FL010937,BA4082,2022-07-11,Monday,British Airways,OneWorld,LHR,UK,ZRH,Switzerland,LHR-ZRH,790,Medium Haul,Airbus A321,220,21.0,190,0.865,1.6,Peak,High,3.0,0,81.1,10.0,428.21,81359.12,15266.72,2774.19,99400.03,0.7478666778716713,3477.91,1656.8,1408.48,8570.15,713.78,1820.95,1375.1,2436.48,453.5,4452.69,1325.31,18838.29,1737.64,1240.28,49507.36,49892.67,50.19,1,8.0,17.6
FL010938,AA1232,2024-10-04,Friday,American Airlines,OneWorld,JFK,USA,SIN,Singapore,JFK-SIN,15350,Long Haul,Airbus A350-900,325,20.0,226,0.6982,18.5,Shoulder,Medium,6.0,0,55.5,0.0,1395.31,315341.02,9982.45,42610.88,367934.35,0.7208626239014573,90555.34,47656.61,30407.58,43874.97,3296.43,6637.05,14511.33,2549.26,6780.47,31140.69,1384.75,37087.85,6559.58,1273.42,323715.33,44219.02,12.02,1,7.2,26.2
FL010939,TK5326,2023-10-15,Sunday,Turkish Airlines,Star Alliance,IST,Turkey,BOM,India,IST-BOM,4990,Medium Haul,Boeing 787-9,296,3.0,236,0.7982,6.3,Shoulder,Medium,6.0,0,83.5,0.0,821.03,193762.05,12814.29,4379.62,210955.96,0.5454611966182603,21117.15,9058.61,9116.26,32399.92,2706.58,4219.18,6174.43,3309.7,1884.53,10799.4,2081.32,15510.52,5328.87,763.12,124469.59,86486.37,41.0,1,7.9,15.8
FL010940,AA8100,2023-03-06,Monday,American Airlines,OneWorld,JFK,USA,ATL,USA,JFK-ATL,1200,Short Haul,Boeing 737-800,189,,146,0.7775,2.3,Normal,Medium,1.0,0,79.9,26.0,436.02,63659.57,9671.8,3923.7,77255.07,0.6343266112011114,4164.7,1563.63,1938.46,8019.85,624.59,1957.08,1294.14,2931.37,577.87,3891.15,770.68,16821.82,1474.66,759.19,46789.19,30465.88,39.44,1,9.3,32.3
FL010941,CX9389,2022-11-27,Sunday,Cathay Pacific,OneWorld,HKG,Hong Kong,SYD,Australia,HKG-SYD,7380,Long Haul,Boeing 777-300ER,396,20.0,330,0.8345,9.3,Normal,Medium,3.0,0,87.0,0.0,982.94,324369.26,,48232.96,396657.19,0.7183046400572706,61303.32,26602.07,19817.4,49167.63,4165.27,6453.1,17283.18,6834.76,3518.53,31291.21,4567.0,46909.56,17737.12,1081.83,296731.98,99925.21,25.19,1,9.1,9.0
FL010942,BA1818,2022-10-13,Thursday,British Airways,OneWorld,LHR,UK,FCO,Italy,LHR-FCO,1440,Short Haul,Airbus A320,180,10.0,149,0.8283,2.5,Shoulder,Medium,3.0,0,,0.0,484.25,72153.66,7927.8,,81338.5,0.7149417852826988,4489.41,2254.68,2154.98,7114.64,594.77,1675.9,1097.23,2096.32,638.07,5636.92,2211.39,12158.38,1563.95,834.68,44521.32,36817.18,45.26,1,8.0,14.5
FL010943,CX8509,2022-07-01,Friday,Cathay Pacific,OneWorld,HKG,Hong Kong,ORD,USA,HKG-ORD,12850,Long Haul,Boeing 787-9,296,20.0,261,0.8837,15.9,Peak,High,2.0,0,59.9,2.0,2739.21,714932.73,9983.35,63392.5,788308.58,0.4849324245846491,49019.73,32148.12,25263.38,36552.8,2817.1,9444.47,13283.21,2593.98,5310.87,42724.74,1910.67,26443.08,26819.24,1189.9,275521.29,512787.29,65.05,1,8.1,30.1
FL010944,CX4438,2023-05-17,Wednesday,Cathay Pacific,OneWorld,HKG,Hong Kong,LAX,USA,HKG-LAX,11650,Long Haul,Airbus A380-800,517,9.0,363,0.7022,14.6,Shoulder,Medium,3.0,0,61.9,0.0,1465.47,531964.16,9492.98,10034.0,551491.14,0.7159951836407411,125496.52,40156.18,37463.8,66343.66,5749.35,7669.74,19112.46,4858.91,6282.09,34402.45,3454.93,36901.49,19527.26,1592.69,409011.53,142479.61,25.84,1,8.6,13.9
FL010945,BA5149,2023-08-21,Monday,British Airways,OneWorld,LHR,UK,SIN,Singapore,LHR-SIN,10840,Long Haul,Boeing 777-300ER,396,8.0,337,0.8534,13.9,Peak,High,8.0,0,82.2,0.0,1566.83,528021.14,25098.73,71911.69,625031.56,0.8027876282658225,94979.83,31306.03,24992.51,52300.24,5006.95,6500.85,19254.78,5829.64,5411.78,49832.15,5541.69,25649.47,14612.78,1116.24,342334.94,282696.62,45.23,1,8.3,5.5
FL010946,AA4894,2022-01-12,Wednesday,American Airlines,OneWorld,JFK,USA,LHR,UK,JFK-LHR,5540,Long Haul,Airbus A330-300,277,18.0,218,0.7904,7.5,Low,Medium,6.0,0,62.1,0.0,278.53,60718.59,7137.88,59864.03,127720.5,0.6058665335062858,33109.42,14688.41,13523.92,19937.89,1298.3,6761.21,12104.36,2688.24,2365.08,5987.24,1467.48,14984.82,2299.92,1435.36,132651.65,-4931.15,-3.86,0,8.4,21.3
FL010947,AA1532,2022-10-30,Sunday,American Airlines,OneWorld,JFK,USA,MIA,USA,JFK-MIA,1760,Medium Haul,Airbus A330-300,277,18.0,207,0.7494,3.1,Shoulder,Medium,6.0,0,80.7,0.0,156.59,32413.42,16926.19,,64348.28,0.7015283619812469,14225.44,6665.77,5502.7,20608.96,1757.11,3983.38,4546.64,4432.7,1026.28,2928.2,2511.06,23141.41,781.6,1208.97,93320.22,-28971.94,-45.02,0,7.5,14.6
FL010948,TK2621,2022-03-30,Wednesday,Turkish Airlines,Star Alliance,IST,Turkey,SIN,Singapore,IST-SIN,8680,Long Haul,Boeing 787-9,296,10.0,203,0.686,10.9,Normal,Medium,7.0,0,78.8,42.0,1014.52,205947.54,17028.07,53837.82,276813.43,0.6399920691039348,43437.21,20138.96,19278.38,34620.76,3047.52,7875.15,10964.92,5482.29,3798.08,13356.65,3515.47,24716.82,9518.41,1303.69,201054.31,75759.12,27.37,1,8.6,13.8
FL010949,LH2823,2022-09-21,Wednesday,Lufthansa,Star Alliance,FRA,Germany,NBO,Kenya,FRA-NBO,6400,Long Haul,Airbus A350-900,325,8.0,279,0.8592,8.6,Shoulder,High,3.0,0,93.0,24.0,590.07,164630.1,20722.56,48653.91,234006.57,0.6102872071700396,30747.06,15543.98,14553.99,40507.27,3170.4,8849.45,15968.93,4654.03,3242.73,13582.66,1756.83,19293.73,7683.74,1429.92,180984.72,53021.85,22.66,1,8.3,7.9
FL010950,CX9269,2022-04-11,Monday,Emirates,Non-Aligned,DXB,UAE,JNB,South Africa,DXB-JNB,6400,Long Haul,Airbus A350-900,325,20.0,235,0.7246,8.3,Shoulder,Medium,7.0,0,55.0,0.0,455.35,107007.77,14543.32,47974.8,169525.89,0.7918513872599344,39526.81,18368.36,15321.02,42332.52,3588.24,8204.27,10781.47,6002.39,2631.89,5788.33,2422.28,27068.12,5690.66,1157.2,188883.56,-19357.67,-11.42,0,7.6,11.8
FL010951,SQ4557,2023-01-24,Tuesday,Singapore Airlines,Star Alliance,SIN,Singapore,BKK,Thailand,SIN-BKK,1430,Short Haul,Airbus A321,220,10.0,141,0.6435,2.5,Low,Low,1.0,0,83.7,,343.57,48443.92,11387.1,2304.46,62135.48,,6016.73,2282.08,2647.02,9040.24,847.15,2021.71,879.41,1789.04,701.34,3048.03,2383.72,20228.55,1398.93,514.72,53798.67,8336.81,13.42,1,8.6,20.0
FL010952,AF6090,2024-11-03,Sunday,Air France,SkyTeam,CDG,France,FRA,Germany,CDG-FRA,480,Short Haul,Airbus A320,180,10.0,107,0.5982,1.3,Normal,Low,9.0,0,83.7,12.0,97.45,10427.34,6875.16,814.43,18116.93,0.7937424396798138,3123.32,996.56,1004.88,7176.8,620.74,1512.08,932.15,1748.57,234.32,701.38,1523.01,21570.78,399.36,260.94,41804.89,-23687.96,-130.75,0,8.7,6.1
FL010953,BA3304,2022-01-01,Saturday,British Airways,OneWorld,LHR,UK,BKK,Thailand,LHR-BKK,9560,Long Haul,Airbus A330-300,277,21.0,206,1.0499,12.0,Low,Medium,2.0,0,73.4,7.0,701.17,144441.61,5660.39,81088.93,231190.93,0.8189894207247009,68723.92,33207.5,19903.14,18316.62,1299.98,6438.8,10384.64,5457.69,4506.94,12805.63,3616.72,30082.58,6980.95,1422.85,223147.96,8042.97,3.48,1,9.1,14.7
FL010954,TK3003,2024-05-11,Saturday,Turkish Airlines,Star Alliance,IST,Turkey,FRA,Germany,IST-FRA,2220,Medium Haul,Airbus A321,220,13.0,179,0.8141,2.8,Shoulder,Medium,2.0,0,92.5,8.0,228.58,40915.58,14258.75,9379.73,64554.06,0.6095797804458979,5114.73,2902.09,2546.06,8464.29,692.86,3354.02,4117.92,3128.06,1254.76,3825.89,2493.43,27360.28,1056.21,453.7,66764.3,-2210.24,-3.42,0,,34.2
FL010955,LH9728,2024-02-17,Saturday,Lufthansa,Star Alliance,FRA,Germany,ATL,USA,FRA-ATL,7700,Long Haul,Boeing 777-300ER,396,,224,0.5673,9.8,Low,Low,9.0,0,68.0,15.0,545.02,122085.42,9665.41,,205893.63,0.7947103993535162,72000.41,23816.07,23361.06,49625.53,4264.59,7278.94,12683.94,4606.07,3589.37,6667.07,3991.86,30045.41,3605.05,679.56,246214.93,-40321.3,-19.58,0,8.5,10.8
FL010956,QF7010,2024-06-16,Sunday,Qantas,OneWorld,SYD,Australia,NRT,Japan,SYD-NRT,7820,Long Haul,Boeing 787-9,296,16.0,252,0.8542,9.3,Peak,High,9.0,0,89.5,9.0,1247.99,314494.0,8083.56,22036.66,344614.22,0.5446107255972993,34525.34,18807.6,13939.0,34891.3,2623.99,8526.76,12518.37,6339.17,3760.66,20383.57,4003.46,21163.85,9760.87,1629.85,192873.79,151740.43,44.03,1,8.4,19.7
FL010957,CX1526,2024-06-04,Tuesday,Cathay Pacific,OneWorld,HKG,Hong Kong,DXB,UAE,HKG-DXB,5980,Long Haul,Airbus A350-900,325,21.0,228,0.7045,8.1,Peak,Medium,8.0,0,,0.0,919.93,209743.47,13242.45,60019.87,283005.79,0.7292083809448009,34529.07,15267.75,12866.78,41995.83,3614.71,7693.52,12788.93,3971.59,3179.61,16612.65,3107.0,30237.77,10989.38,606.63,197461.22,85544.57,30.23,1,8.5,17.7
FL010958,SQ7230,2022-08-06,Saturday,Singapore Airlines,Star Alliance,SIN,Singapore,FRA,Germany,SIN-FRA,10240,Long Haul,Boeing 777-300ER,396,18.0,310,0.7834,12.6,Peak,Medium,5.0,0,87.5,0.0,1604.57,497417.57,14601.14,19000.19,531018.9,0.7845415898873733,90385.56,34443.66,27998.44,48034.55,4333.4,7631.5,18653.22,7913.85,5933.73,41742.86,3748.88,32723.64,22938.71,704.98,347186.98,183831.92,34.62,1,8.2,16.3
FL010959,LH3677,2024-12-10,Tuesday,Lufthansa,Star Alliance,FRA,Germany,LOS,Nigeria,FRA-LOS,5240,Long Haul,Boeing 777-300ER,396,21.0,396,1.0113,6.6,Peak,High,1.0,0,84.9,8.0,1209.72,479050.75,12154.54,25128.74,516334.03,0.8290643376982714,48502.62,19481.27,13390.43,55812.75,3831.25,8023.81,19659.4,5542.0,3188.3,27518.94,4049.53,45589.56,10028.88,1475.96,266094.7,250239.33,48.46,1,8.7,70.6
FL010960,BA6362,2023-09-19,Tuesday,British Airways,OneWorld,LHR,UK,ACC,Ghana,LHR-ACC,5360,Long Haul,Airbus A330-300,277,13.0,247,0.8931,7.0,Shoulder,High,3.0,0,96.4,15.0,603.57,149082.94,14137.45,55226.86,218447.25,0.687036930548816,31952.37,14936.46,10388.8,20291.44,1411.04,9325.72,14279.0,5637.27,2497.25,9304.42,3396.25,22846.48,7783.47,1623.65,155673.62,62773.63,28.74,1,8.3,40.1
FL010961,AA7183,2024-08-24,Saturday,American Airlines,OneWorld,JFK,USA,MAD,Spain,JFK-MAD,5770,Long Haul,Boeing 777-300ER,396,17.0,368,0.9318,7.5,Peak,High,7.0,0,89.1,0.0,446.0,164126.25,28247.9,32520.95,224895.1,0.7042707857564598,47065.18,17988.9,17226.86,48235.4,4629.48,8788.64,19237.01,7794.91,3012.83,13749.74,5796.88,32834.15,8311.64,1524.14,236195.76,-11300.66,-5.02,0,8.7,9.7
FL010962,AA3200,2024-06-03,Monday,American Airlines,OneWorld,JFK,USA,SFO,USA,JFK-SFO,4150,Medium Haul,Boeing 787-9,296,2.0,219,0.7401,5.6,Peak,Medium,9.0,0,65.7,26.0,529.35,115927.65,12349.28,10277.76,138554.69,0.8019148968246257,29385.91,7931.06,8778.53,32951.17,2608.95,5179.52,5571.46,3779.51,2400.99,10498.78,2915.7,24933.56,5737.92,942.72,143615.78,-5061.09,-3.65,0,,3.5
FL010963,LH1506,2022-09-03,Saturday,Lufthansa,Star Alliance,FRA,Germany,HKG,Hong Kong,FRA-HKG,9190,Long Haul,Boeing 787-9,296,15.0,265,0.8985,11.6,Shoulder,High,6.0,0,83.2,23.0,1261.85,334389.04,7762.07,44802.55,386953.66,0.8061232437328316,65895.42,21980.9,20268.75,31811.13,2687.38,8582.89,15169.63,5344.93,4576.69,21807.11,2976.48,21900.48,9387.54,1838.42,234227.75,152725.91,39.47,1,,20.7
FL010964,SQ1420,2022-11-27,Sunday,Singapore Airlines,Star Alliance,SIN,Singapore,AKL,New Zealand,SIN-AKL,8600,Long Haul,Boeing 777-300ER,396,,320,0.8097,10.8,Normal,Medium,1.0,0,90.2,0.0,904.74,289517.34,12431.72,51429.65,353378.71,0.6804477865936712,63813.88,23691.21,20594.01,49225.94,4776.39,9248.94,16943.0,7299.24,3818.98,28213.69,3087.85,35370.45,8920.16,1450.12,276453.86,76924.85,21.77,1,7.9,
FL010965,AF4646,2023-06-01,Thursday,Air France,SkyTeam,CDG,France,JNB,South Africa,CDG-JNB,9090,Long Haul,Boeing 777-300ER,396,9.0,285,0.7211,11.3,Peak,Medium,6.0,1,94.0,0.0,1422.5,405411.7,17255.31,56610.15,479277.16,,96079.11,26859.91,24328.54,52570.86,4507.37,7710.57,12488.57,7062.28,4807.26,31924.93,3624.34,49088.36,19203.25,689.74,340945.09,138332.07,28.86,1,8.4,
FL010966,LH2932,2024-01-24,Wednesday,Lufthansa,Star Alliance,FRA,Germany,NBO,Kenya,FRA-NBO,6400,Long Haul,Boeing 777-300ER,396,8.0,271,0.6861,8.8,Low,Medium,4.0,0,96.8,,590.95,160147.6,21135.36,40255.4,221538.36,0.7935733344920362,66768.87,24377.66,16437.3,54373.42,4387.86,6311.28,14591.93,7094.92,3387.76,15658.59,4459.97,20615.06,4840.19,1741.09,245045.9,-23507.54,-10.61,0,8.5,30.0
FL010967,SQ1774,2022-02-21,Monday,Singapore Airlines,Star Alliance,SIN,Singapore,FRA,Germany,SIN-FRA,10240,Long Haul,Airbus A380-800,517,4.0,358,0.6926,13.0,Low,Medium,5.0,0,88.4,26.0,620.02,221967.87,9068.99,75093.37,306130.23,0.7625683243023784,120700.62,36630.44,33306.98,66595.06,4992.56,5745.57,20486.44,9245.68,5527.15,21370.53,4926.26,27588.2,11933.44,1429.69,370478.62,-64348.39,-21.02,0,8.0,6.0
FL010968,BA1952,2024-07-29,Monday,British Airways,OneWorld,LHR,UK,ZRH,Switzerland,LHR-ZRH,790,Short Haul,Boeing 737-800,189,14.0,134,0.7104,1.7,Peak,Medium,3.0,0,96.0,0.0,216.4,28997.41,10130.05,2817.85,41945.31,0.91031375913823,3958.8,1403.44,1391.38,7979.52,713.2,2051.37,995.36,1655.63,455.53,1873.82,2378.18,13234.38,793.66,396.64,39280.91,2664.4,6.35,1,8.6,31.7
FL010969,DL5469,2024-05-10,Friday,Delta Air Lines,SkyTeam,ATL,USA,LHR,UK,ATL-LHR,7100,Long Haul,Boeing 787-9,296,11.0,197,0.6661,9.4,Shoulder,Medium,8.0,0,85.4,0.0,659.97,130014.95,8226.11,71179.87,209420.93,0.6354781745443561,38336.24,15968.85,15557.2,32320.19,2730.75,6880.5,,4285.4,3354.76,10340.08,2029.98,17770.94,3294.81,1119.9,163223.65,46197.28,22.06,1,8.1,11.4
FL010970,TK9127,2022-01-06,Thursday,Turkish Airlines,Star Alliance,IST,Turkey,FRA,Germany,IST-FRA,2220,Medium Haul,Boeing 787-9,296,5.0,209,0.7083,3.6,Low,Medium,9.0,0,77.1,0.0,216.37,45221.25,,,64174.06,0.7313445825766559,17248.0,5816.21,5935.12,34926.47,2551.63,4364.39,5322.22,4479.02,1227.27,4348.95,3047.48,34613.41,2569.53,1024.32,127474.02,-63299.96,-98.64,0,8.4,3.0
FL010971,QF9253,2022-05-11,Wednesday,Qantas,OneWorld,SYD,Australia,PVG,China,SYD-PVG,7830,Long Haul,Boeing 777-300ER,396,3.0,286,0.7244,9.9,Shoulder,Medium,9.0,0,94.7,0.0,783.05,223953.46,14429.52,21446.96,259829.94,0.811380519766805,73182.77,19164.98,22377.2,55140.14,3486.78,8255.28,15986.49,6863.08,4857.03,14960.92,3116.82,37437.89,4787.7,1598.9,271215.98,-11386.04,-4.38,0,9.2,8.1
FL010972,SQ6847,2024-05-25,Saturday,Singapore Airlines,Star Alliance,SIN,Singapore,AKL,New Zealand,SIN-AKL,8600,Long Haul,Boeing 777-300ER,396,19.0,372,0.9409,11.1,Shoulder,High,2.0,0,82.0,0.0,1311.93,488039.63,10270.93,34440.81,532751.37,0.8870039169407404,88803.99,36671.02,21289.79,52439.11,4558.53,8603.78,20946.68,6128.9,4595.34,39903.0,3132.23,24368.95,21784.75,1569.09,334795.16,197956.21,37.16,1,9.3,22.2
FL010973,TK8060,2023-04-05,Wednesday,Turkish Airlines,Star Alliance,IST,Turkey,NRT,Japan,IST-NRT,9510,Long Haul,Boeing 777-300ER,396,17.0,295,0.7465,12.0,Shoulder,Medium,5.0,0,55.0,,1367.43,403392.96,23631.76,53757.13,480781.85,0.8661029269904668,93519.67,27582.13,25819.54,48955.01,4990.71,7802.98,16900.57,7474.64,4865.7,23487.48,4520.28,31589.44,16419.62,1140.96,315068.73,165713.12,34.47,1,8.2,15.0
FL010974,DL4391,2023-04-30,Sunday,Delta Air Lines,SkyTeam,ATL,USA,LAX,USA,ATL-LAX,3100,Medium Haul,Airbus A330-300,277,8.0,206,0.7468,4.5,Shoulder,Medium,9.0,0,91.5,11.0,243.88,50239.78,11551.02,13577.25,75368.05,,21333.2,7895.65,6636.1,20792.54,1736.86,5394.38,4859.44,3152.28,1957.35,4950.41,3359.54,14301.52,1701.46,736.56,98807.29,-23439.24,-31.1,0,8.0,9.4
FL010975,AF3054,2022-06-21,Tuesday,Air France,SkyTeam,CDG,France,CAI,Egypt,CDG-CAI,3210,Medium Haul,Airbus A321,220,10.0,194,0.8832,4.7,Peak,High,9.0,0,90.0,33.0,610.04,118347.39,5330.99,11696.36,135374.74,0.8172294044439133,12716.89,4649.22,4016.77,8754.9,626.47,5301.06,4533.92,2234.19,1702.5,11766.04,2079.6,27343.46,3740.83,1049.89,90515.74,44859.0,33.14,1,7.7,4.6
FL010976,BA9737,2024-01-27,Saturday,British Airways,OneWorld,LHR,UK,AMS,Netherlands,LHR-AMS,370,Short Haul,Airbus A320,180,3.0,93,0.5186,1.4,Low,Low,2.0,0,93.4,10.0,50.34,4681.2,6833.65,719.07,12233.92,0.8142243736883968,2922.56,911.48,1165.29,7500.13,557.23,2698.93,890.19,1895.84,158.48,400.72,931.08,10433.94,272.54,509.6,31248.01,-19014.09,-155.42,0,8.5,16.1
FL010977,BA4863,2022-03-11,Friday,British Airways,OneWorld,LHR,UK,CDG,France,LHR-CDG,340,Short Haul,Boeing 737-800,189,19.0,145,0.7711,1.3,Normal,Medium,6.0,0,74.8,0.0,106.6,15457.13,3448.23,1274.68,20180.04,0.618911473852607,2352.17,1190.45,1036.89,7217.72,642.47,1937.85,1140.05,3381.25,198.06,894.62,1820.98,20904.17,823.83,969.97,44510.48,-24330.44,-120.57,0,8.2,13.4
FL010978,AA7330,2022-03-30,Wednesday,American Airlines,OneWorld,JFK,USA,CDG,France,JFK-CDG,5840,Long Haul,Boeing 777-300ER,396,14.0,225,0.5693,7.5,Normal,Low,7.0,0,95.0,0.0,611.36,137556.42,13384.84,39286.92,190228.18,0.8121629940809078,60128.78,22024.9,15534.21,54125.68,3296.1,9451.07,9518.26,4146.37,3114.24,11683.43,1310.18,43126.4,5634.56,901.55,243995.73,-53767.55,-28.26,0,8.1,23.3
FL010979,SQ2521,2024-12-29,Sunday,Singapore Airlines,Star Alliance,SIN,Singapore,LHR,UK,SIN-LHR,10840,Long Haul,Boeing 787-9,296,16.0,296,1.0292,13.9,Peak,High,2.0,0,64.1,0.0,1120.83,331766.41,15547.38,,397380.77,0.7229385613733081,64098.59,29581.18,24015.98,31529.6,3014.74,6177.02,15380.25,,5103.91,28382.24,4163.7,33449.1,9826.64,1918.8,260356.35,137024.42,34.48,1,9.5,47.1
FL010980,BA2877,2022-03-15,Tuesday,British Airways,OneWorld,LHR,UK,JNB,South Africa,LHR-JNB,9080,Long Haul,Boeing 777-300ER,396,8.0,324,0.8204,11.4,Normal,Medium,8.0,0,77.3,0.0,694.78,225108.53,23234.85,21659.48,270002.86,,59294.98,28588.76,22735.97,53315.92,4042.97,9106.33,17826.75,5422.7,5044.03,14620.44,1831.12,35512.17,8640.01,2138.76,268120.91,1881.95,0.7,1,8.3,19.7
FL010981,SQ6573,2022-08-08,Monday,Singapore Airlines,Star Alliance,SIN,Singapore,LHR,UK,SIN-LHR,10840,Long Haul,Boeing 787-9,296,6.0,265,0.8983,13.9,Peak,High,3.0,0,83.4,,1524.31,403941.85,7403.12,82801.01,494145.98,0.7275011794491923,62641.81,24277.13,23698.58,31416.05,2510.7,7669.55,16320.71,3269.09,4496.68,30281.41,2665.72,29402.16,23119.4,1462.55,263231.54,230914.44,46.73,1,7.8,40.9
FL010982,CX6741,2024-04-08,Monday,Cathay Pacific,OneWorld,HKG,Hong Kong,LHR,UK,HKG-LHR,9640,Long Haul,Boeing 787-9,296,,258,0.8734,11.8,Shoulder,High,,0,85.2,2.0,1536.04,396299.5,12987.06,18513.56,427800.12,0.7211687000594443,55598.61,22355.1,20478.92,33373.24,2819.43,7998.79,12412.6,4110.1,4757.57,36745.73,2848.28,19786.6,19461.33,620.28,243366.58,184433.54,43.11,1,6.8,5.5
FL010983,BA9032,2022-11-06,Sunday,British Airways,OneWorld,LHR,UK,BOM,India,LHR-BOM,7200,Long Haul,Airbus A380-800,517,7.0,361,0.6993,9.2,Normal,Medium,8.0,0,88.7,19.0,771.99,278687.19,20318.65,,378115.31,0.8924328591857578,103792.9,26213.73,26596.77,65751.71,4339.08,8121.95,20353.38,8099.93,3910.44,19138.2,4925.96,28239.74,16490.95,925.88,336900.62,41214.69,10.9,1,8.4,18.8
FL010984,TK3475,2024-06-02,Sunday,Turkish Airlines,Star Alliance,IST,Turkey,NRT,Japan,IST-NRT,9510,Long Haul,Airbus A350-900,325,19.0,325,1.0361,12.2,Peak,High,7.0,1,73.4,0.0,1141.02,370832.3,13115.73,23009.59,406957.62,0.8347421777902264,67751.6,27308.83,20530.68,41995.36,2900.08,7896.78,17118.64,4064.39,4650.13,36778.87,5625.07,22989.72,14565.62,2080.56,276256.33,130701.29,32.12,1,8.4,13.6
FL010985,EK1765,2022-03-10,Thursday,Emirates,Non-Aligned,DXB,UAE,DOH,Qatar,DXB-DOH,380,Short Haul,Airbus A321,220,20.0,181,0.8241,1.4,Normal,Medium,7.0,0,79.6,0.0,99.72,18048.97,9587.66,2023.44,29660.07,0.5301051281526021,2196.58,1411.27,1126.54,8940.53,848.11,2064.57,1584.6,4160.77,196.59,1190.93,2507.75,20749.85,647.17,1006.18,48631.44,-18971.37,-63.96,0,8.6,
FL010986,TK7063,2023-01-31,Tuesday,Turkish Airlines,Star Alliance,IST,Turkey,ACC,Ghana,IST-ACC,5380,Long Haul,Boeing 777-300ER,396,2.0,248,0.6275,7.2,Low,Low,6.0,1,76.0,8.0,416.06,103182.75,16836.23,81782.13,201801.11,0.6792399324605274,42931.96,15735.58,15493.07,53986.61,4715.32,10219.95,16034.88,5061.4,2891.63,7461.8,4025.38,46246.64,5947.83,1412.78,232164.83,-30363.72,-15.05,0,8.8,
FL010987,SQ2673,2024-12-20,Friday,Singapore Airlines,Star Alliance,SIN,Singapore,SYD,Australia,SIN-SYD,6300,Long Haul,Boeing 777-300ER,396,2.0,392,0.9907,8.3,Peak,High,3.0,0,85.2,0.0,1236.54,484722.97,14449.23,36828.01,536000.21,0.5881127118190904,42744.11,16224.13,16227.7,52707.55,5721.74,9670.02,19317.7,6491.86,3288.69,43769.46,3617.48,42603.77,14875.73,2680.85,279940.79,256059.42,47.77,1,7.8,4.3
FL010988,AF1433,2023-01-14,Saturday,Air France,SkyTeam,CDG,France,IST,Turkey,CDG-IST,2240,Medium Haul,Airbus A330-300,277,8.0,170,0.6152,3.4,Low,Low,8.0,0,86.0,17.0,,29312.42,7357.04,5296.15,41965.61,0.5733805736791242,13253.84,6351.17,5847.12,17412.67,1588.91,5156.29,4103.7,4338.55,1100.73,2055.61,995.7,32874.94,1608.57,872.67,97560.47,-55594.86,-132.48,0,8.0,8.1
FL010989,BA7409,2023-07-21,Friday,British Airways,OneWorld,LHR,UK,DFW,USA,LHR-DFW,8030,Long Haul,Airbus A350-900,325,15.0,286,0.883,10.4,Peak,High,3.0,0,89.7,0.0,1368.38,391357.17,13161.45,12317.07,416835.69,0.7582272008418358,45059.05,24164.13,20792.66,42041.74,3275.34,8147.65,17011.38,3164.09,5294.16,27290.29,4227.65,19663.19,13963.1,1442.15,235536.58,181299.11,43.49,1,9.2,40.2
